condition,n_cells,n_scored,seeds,composite_score_mean,composite_score_ci_lo,composite_score_ci_hi,composite_score_n,mean_post_switch_window_success_rate_mean,mean_post_switch_window_success_rate_ci_lo,mean_post_switch_window_success_rate_ci_hi,mean_post_switch_window_success_rate_n,mean_episode_avg_success_rate_mean,mean_episode_avg_success_rate_ci_lo,mean_episode_avg_success_rate_ci_hi,mean_episode_avg_success_rate_n,median_steps_to_80_mean,median_steps_to_80_ci_lo,median_steps_to_80_ci_hi,median_steps_to_80_n,median_steps_to_95_mean,median_steps_to_95_ci_lo,median_steps_to_95_ci_hi,median_steps_to_95_n,hit_rate_80_mean,hit_rate_80_ci_lo,hit_rate_80_ci_hi,hit_rate_80_n,hit_rate_95_mean,hit_rate_95_ci_lo,hit_rate_95_ci_hi,hit_rate_95_n,mean_post_switch_policy_kl_mean,mean_post_switch_policy_kl_ci_lo,mean_post_switch_policy_kl_ci_hi,mean_post_switch_policy_kl_n,mean_post_switch_value_delta_abs_mean,mean_post_switch_value_delta_abs_ci_lo,mean_post_switch_value_delta_abs_ci_hi,mean_post_switch_value_delta_abs_n,mean_post_switch_neuromod_activity_mean,mean_post_switch_neuromod_activity_ci_lo,mean_post_switch_neuromod_activity_ci_hi,mean_post_switch_neuromod_activity_n
brain_neuromod_trainable_slowbrain,4,4,"[1, 2, 3, 4]",0.5101924559012778,0.5033524405707552,0.5170324712318005,4,0.5101924559012778,0.5033524405707552,0.5170324712318005,4,0.8354166697710752,0.8138333365321159,0.8689166722198327,4,52356.0,43312.0,59996.0,4,73206.0,68504.0,79306.0,4,0.8345238095238096,0.7738095238095238,0.8714285714285714,4,0.3130952380952381,0.23809523809523808,0.38809523809523805,4,0.010841403712748571,0.010014608873161562,0.01191450023355188,4,0.3234361805306334,0.2948573915716556,0.34980016570456984,4,0.32452032090190824,0.2959803754392926,0.3508208324113608,4
