preset,condition,seed,run_name,status,returncode,duration_seconds,composite_score,mean_post_switch_window_success_rate,mean_episode_avg_success_rate,median_steps_to_80,median_steps_to_95,hit_rate_80,hit_rate_95,mean_post_switch_policy_kl,mean_post_switch_value_delta_abs,mean_post_switch_neuromod_activity,inner_run_count,switch_count,run_dir,log_path,error,command
calib8x8,brain_neuromod_trainable_long,5,calib8x8_brain_neuromod_trainable_long_seed5,scored,0,37776.8,0.5122660772947234,0.5122660772947234,0.8523333370685577,51632.0,68944.0,0.7904761904761904,0.2833333333333333,0.011461382713270494,0.3369071593567256,0.33805329762805264,60,420,/workspace/Lifelong-Learning/runs/calib8x8_brain_neuromod_trainable_long_seed5_20260702-044135,sweeps/tvf2c_tlong_a/logs/calib8x8_brain_neuromod_trainable_long_seed5.log,,/venv/main/bin/python /workspace/Lifelong-Learning/scripts/train_brain.py --env_id MiniGrid-MultiGoal-8x8-v0 --num_regimes 2 --inner_total_timesteps 800000 --inner_steps_per_regime 100000 --inner_num_envs 16 --inner_num_steps 128 --inner_mode dyna --inner_intrinsic_coef 0.015 --inner_imagined_horizon 10 --inner_wm_lr 0.0001 --brain_episodes 60 --brain_num_envs 1 --brain_vectorization sync --pretrain_episodes 0 --decision_interval 10 --reward_mode recovery_v2 --save_every_episodes 5 --plot_every_episodes 0 --trainable_neuromod --seed 5 --device cuda --run_name calib8x8_brain_neuromod_trainable_long_seed5
calib8x8,brain_neuromod_trainable_long,7,calib8x8_brain_neuromod_trainable_long_seed7,scored,0,37793.3,0.5197529568129988,0.5197529568129988,0.7853333324193954,46240.0,70176.0,0.830952380952381,0.4452380952380952,0.013268525316749536,0.3707668862231667,0.3720937387548417,60,420,/workspace/Lifelong-Learning/runs/calib8x8_brain_neuromod_trainable_long_seed7_20260702-044135,sweeps/tvf2c_tlong_a/logs/calib8x8_brain_neuromod_trainable_long_seed7.log,,/venv/main/bin/python /workspace/Lifelong-Learning/scripts/train_brain.py --env_id MiniGrid-MultiGoal-8x8-v0 --num_regimes 2 --inner_total_timesteps 800000 --inner_steps_per_regime 100000 --inner_num_envs 16 --inner_num_steps 128 --inner_mode dyna --inner_intrinsic_coef 0.015 --inner_imagined_horizon 10 --inner_wm_lr 0.0001 --brain_episodes 60 --brain_num_envs 1 --brain_vectorization sync --pretrain_episodes 0 --decision_interval 10 --reward_mode recovery_v2 --save_every_episodes 5 --plot_every_episodes 0 --trainable_neuromod --seed 7 --device cuda --run_name calib8x8_brain_neuromod_trainable_long_seed7
calib8x8,brain_neuromod_trainable_long,6,calib8x8_brain_neuromod_trainable_long_seed6,scored,0,37977.9,0.5117125325401396,0.5117125325401396,0.8063333377242088,44624.0,69680.0,0.8404761904761905,0.3904761904761905,0.012434441913385866,0.32512988784453933,0.326373332035878,60,420,/workspace/Lifelong-Learning/runs/calib8x8_brain_neuromod_trainable_long_seed6_20260702-044135,sweeps/tvf2c_tlong_a/logs/calib8x8_brain_neuromod_trainable_long_seed6.log,,/venv/main/bin/python /workspace/Lifelong-Learning/scripts/train_brain.py --env_id MiniGrid-MultiGoal-8x8-v0 --num_regimes 2 --inner_total_timesteps 800000 --inner_steps_per_regime 100000 --inner_num_envs 16 --inner_num_steps 128 --inner_mode dyna --inner_intrinsic_coef 0.015 --inner_imagined_horizon 10 --inner_wm_lr 0.0001 --brain_episodes 60 --brain_num_envs 1 --brain_vectorization sync --pretrain_episodes 0 --decision_interval 10 --reward_mode recovery_v2 --save_every_episodes 5 --plot_every_episodes 0 --trainable_neuromod --seed 6 --device cuda --run_name calib8x8_brain_neuromod_trainable_long_seed6
