preset,condition,seed,run_name,status,returncode,duration_seconds,composite_score,mean_post_switch_window_success_rate,mean_episode_avg_success_rate,median_steps_to_80,median_steps_to_95,hit_rate_80,hit_rate_95,mean_post_switch_policy_kl,mean_post_switch_value_delta_abs,mean_post_switch_neuromod_activity,inner_run_count,switch_count,run_dir,probes_path,log_path,error,command
scoutv2,brain_critic_lr_oracle,5,scoutv2_brain_critic_lr_oracle_seed5,scored,0,4639.2,0.5285794176431122,0.5285794176431122,0.8443749994039536,47072.0,72764.0,0.7589285714285714,0.3392857142857143,0.008308207412927716,0.32912100931529753,0.32995183005659035,16,112,/workspace/Lifelong-Learning/runs/scoutv2_brain_critic_lr_oracle_seed5_20260707-233931,sweeps/confirm_o1_s5/probes/scoutv2_brain_critic_lr_oracle_seed5_probes.json,sweeps/confirm_o1_s5/logs/scoutv2_brain_critic_lr_oracle_seed5.log,,/venv/main/bin/python /workspace/Lifelong-Learning/scripts/train_brain.py --env_id MiniGrid-MultiGoal-8x8-v0 --num_regimes 2 --start_regime 0 --inner_total_timesteps 800000 --inner_steps_per_regime 100000 --inner_num_envs 8 --inner_num_steps 128 --inner_mode dyna --inner_intrinsic_coef 0.015 --inner_imagined_horizon 10 --inner_wm_lr 0.0001 --brain_num_envs 4 --brain_vectorization async --pretrain_episodes 0 --pretrain_mode recovery --brain_episodes 4 --brain_lr 0.0001 --brain_ent_coef 0.0 --decision_interval 10 --reward_alpha 0.1 --reward_beta 0.5 --reward_mode recovery --episodic_memory_capacity 50000 --max_inner_lr 0.003 --min_inner_lr 0.0001 --min_ent_coef 0.001 --max_ent_coef 0.1 --min_intrinsic_coef 0.001 --max_intrinsic_coef 0.5 --save_every_episodes 5 --plot_every_episodes 0 --neuromod_critic_lr_oracle 0.5 --seed 5 --device cuda --run_name scoutv2_brain_critic_lr_oracle_seed5
