preset,condition,seed,run_name,status,returncode,duration_seconds,composite_score,mean_post_switch_window_success_rate,mean_episode_avg_success_rate,median_steps_to_80,median_steps_to_95,hit_rate_80,hit_rate_95,mean_post_switch_policy_kl,mean_post_switch_value_delta_abs,mean_post_switch_neuromod_activity,inner_run_count,switch_count,run_dir,log_path,error,command
calib8x8,brain_neuromod_trainable_declr_slowbrain,3,calib8x8_brain_neuromod_trainable_declr_slowbrain_seed3,scored,0,19005.8,0.5125853663853133,0.5125853663853133,0.8860000054041545,54960.0,72896.0,0.7523809523809524,0.319047619047619,0.011813933520563064,0.3263843231376201,0.3275657164896765,30,210,/workspace/Lifelong-Learning/runs/calib8x8_brain_neuromod_trainable_declr_slowbrain_seed3_20260701-183955,sweeps/tvf2b_declr_slowbrain_s3/logs/calib8x8_brain_neuromod_trainable_declr_slowbrain_seed3.log,,/venv/main/bin/python /workspace/Lifelong-Learning/scripts/train_brain.py --env_id MiniGrid-MultiGoal-8x8-v0 --num_regimes 2 --inner_total_timesteps 800000 --inner_steps_per_regime 100000 --inner_num_envs 16 --inner_num_steps 128 --inner_mode dyna --inner_intrinsic_coef 0.015 --inner_imagined_horizon 10 --inner_wm_lr 0.0001 --brain_episodes 30 --brain_num_envs 1 --brain_vectorization sync --pretrain_episodes 0 --decision_interval 10 --reward_mode recovery_v2 --save_every_episodes 5 --plot_every_episodes 0 --trainable_neuromod --neuromod_decoder_lr 1e-05 --brain_lr 3e-05 --seed 3 --device cuda --run_name calib8x8_brain_neuromod_trainable_declr_slowbrain_seed3
