preset,condition,seed,run_name,status,returncode,duration_seconds,composite_score,mean_post_switch_window_success_rate,mean_episode_avg_success_rate,median_steps_to_80,median_steps_to_95,hit_rate_80,hit_rate_95,mean_post_switch_policy_kl,mean_post_switch_value_delta_abs,mean_post_switch_neuromod_activity,inner_run_count,switch_count,run_dir,probes_path,log_path,error,command
scoutv2,brain_constant_action,1,scoutv2_brain_constant_action_seed1,scored,0,4687.5,0.5637616255888889,0.5637616255888889,0.8899999856948853,51880.0,76088.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,16,112,/workspace/Lifelong-Learning/runs/scoutv2_brain_constant_action_seed1_20260707-193717,sweeps/confirm_d0_s1/probes/scoutv2_brain_constant_action_seed1_probes.json,sweeps/confirm_d0_s1/logs/scoutv2_brain_constant_action_seed1.log,,/venv/main/bin/python /workspace/Lifelong-Learning/scripts/train_brain.py --env_id MiniGrid-MultiGoal-8x8-v0 --num_regimes 2 --start_regime 0 --inner_total_timesteps 800000 --inner_steps_per_regime 100000 --inner_num_envs 8 --inner_num_steps 128 --inner_mode dyna --inner_intrinsic_coef 0.015 --inner_imagined_horizon 10 --inner_wm_lr 0.0001 --brain_num_envs 4 --brain_vectorization async --pretrain_episodes 0 --pretrain_mode recovery --brain_episodes 4 --brain_lr 0.0001 --brain_ent_coef 0.0 --decision_interval 10 --reward_alpha 0.1 --reward_beta 0.5 --reward_mode recovery --episodic_memory_capacity 50000 --max_inner_lr 0.003 --min_inner_lr 0.0001 --min_ent_coef 0.001 --max_ent_coef 0.1 --min_intrinsic_coef 0.001 --max_intrinsic_coef 0.5 --save_every_episodes 5 --plot_every_episodes 0 --constant_brain_action --seed 1 --device cuda --run_name scoutv2_brain_constant_action_seed1
